Age,Gender (male=1),Gift Size,Billing State
41.0, 0, 13.31, Maryland
86.0, 1, 57.15, Georgia
34.0, 0, 72.07, Texas
72.0, 0, 251.12, Texas
12.0, 1, 26.12, Idaho
34.0, 0, 365.0, Delaware
8.0, 1, 49.37, Tennessee
25.0, 1, 110.76, Connecticut
24.0, 1, 145.52, Georgia
14.0, 1, 49.63, New Jersey
48.0, 1, 52.53, New York
31.0, 1, 77.43, Ohio
24.0, 1, 67.62, New York
3.0, 1, 69.61, Arizona
60.0, 1, 69.44, Connecticut
79.0, 0, 38.56, New Jersey
58.0, 0, 60.36, Washington
12.0, 1, 436.72, Alabama
38.0, 1, 2813.97, Iowa
50.0, 0, 1016.37, South Carolina
53.0, 0, 142.73, Vermont
5.0, 0, 35.1, California
62.0, 0, 6.52, Florida
16.0, 0, 75.66, Washington
7.0, 0, 101.37, California
24.0, 1, 111.38, California
4.0, 0, 97.09, Oregon
27.0, 0, 174.49, Arizona
29.0, 0, 51.96, Michigan
77.0, 0, 24.76, Michigan
85.0, 0, 39.76, Nevada
56.0, 1, 110.72, New York
9.0, 0, 81.5, Florida
15.0, 0, 99.52, New York
38.0, 1, 196.07, South Carolina
28.0, 0, 43.58, Kansas
27.0, 1, 15.5, Pennsylvania
75.0, 0, 95.35, Colorado
62.0, 1, 117.99, Oregon
68.0, 1, 10.72, Oregon
1.0, 0, 50.88, Texas
35.0, 0, 31.38, Alabama
61.0, 1, 20.97, Massachusetts
9.0, 0, 956.67, Ohio
40.0, 1, 248.91, South Carolina
28.0, 1, 53.26, Alabama
94.0, 1, 189.63, Utah
11.0, 1, 123.8, New York
54.0, 0, 49.25, Massachusetts
41.0, 0, 107.02, New York
50.0, 1, 50.4, California
29.0, 1, 36.36, New Jersey
10.0, 0, 81.68, Pennsylvania
13.0, 1, 22.07, Arkansas
22.0, 0, 90.67, Arizona
34.0, 1, 29.63, New York
90.0, 1, 2.53, New York
12.0, 1, 15.61, New York
0.0, 1, 122.44, Texas
17.0, 1, 29.79, Arizona
104.0, 0, 114.96, Idaho
56.0, 0, 65.06, California
19.0, 1, 43.96, New York
15.0, 0, 109.56, Ohio
68.0, 1, 22.95, California
26.0, 1, 409.1, Virginia
56.0, 1, 37.0, California
73.0, 1, 21.49, Nebraska
87.0, 0, 40.09, Florida
50.0, 1, 347.35, California
31.0, 1, 108.82, Michigan
55.0, 0, 751.08, New York
30.0, 0, 113.09, New Jersey
30.0, 0, 165.0, Oklahoma
63.0, 0, 123.98, North Carolina
26.0, 1, 196.4, New York
47.0, 1, 68.05, Washington
15.0, 1, 150.89, Mississippi
19.0, 1, 30.55, California
39.0, 1, 73.36, Texas
57.0, 0, 110.06, Massachusetts
75.0, 1, 34.23, Texas
50.0, 1, 126.59, Virginia
42.0, 0, 23.0, Maryland
18.0, 0, 133.68, Texas
69.0, 0, 222.14, Michigan
65.0, 0, 47.13, Minnesota
8.0, 1, 21.38, Arizona
4.0, 1, 328.04, Alabama
60.0, 0, 139.17, Texas
82.0, 1, 38.36, Ohio
14.0, 0, 32.98, Texas
24.0, 1, 89.4, Florida
9.0, 1, 26.29, North Dakota
36.0, 0, 30.07, Maryland
52.0, 0, 62.11, California
27.0, 1, 36.79, North Carolina
61.0, 0, 20.39, Kansas
5.0, 0, 43.69, Arizona
7.0, 1, 53.01, Pennsylvania
63.0, 1, 528.53, Indiana
86.0, 1, 99.86, Florida
47.0, 1, 431.17, California
7.0, 0, 179.67, North Carolina
67.0, 0, 50.94, Florida
61.0, 0, 41.96, Ohio
75.0, 1, 27.62, Pennsylvania
79.0, 0, 232.44, Florida
42.0, 1, 673.3, Illinois
27.0, 1, 113.32, Mississippi
65.0, 0, 300.1, Kansas
65.0, 1, 170.6, Georgia
44.0, 0, 42.61, New York
68.0, 0, 426.59, Texas
86.0, 1, 249.08, Maryland
45.0, 0, 89.86, New Jersey
43.0, 1, 69.79, Utah
24.0, 0, 45.8, California
62.0, 0, 51.0, Texas
45.0, 1, 40.81, Tennessee
5.0, 1, 96.65, California
50.0, 1, 241.36, New Jersey
8.0, 1, 60.63, Pennsylvania
12.0, 0, 577.52, Oklahoma
30.0, 0, 53.41, California
54.0, 0, 28.38, Tennessee
33.0, 0, 57.1, Kansas
73.0, 0, 30.35, Ohio
64.0, 1, 92.13, Alabama
47.0, 0, 13.52, North Carolina
4.0, 0, 5.8, Arizona
54.0, 1, 11.85, California
27.0, 0, 35.83, Iowa
21.0, 0, 11.94, Tennessee
22.0, 0, 81.13, Texas
54.0, 1, 27.23, Texas
7.0, 0, 32.8, Illinois
24.0, 0, 69.68, Florida
44.0, 1, 22.37, Oregon
36.0, 0, 18.97, California
40.0, 1, 62.54, Maryland
15.0, 0, 94.06, New York
10.0, 1, 1363.81, New Mexico
28.0, 1, 153.35, California
55.0, 1, 265.18, Texas
53.0, 1, 90.89, California
66.0, 0, 110.82, Washington
96.0, 1, 52.12, Missouri
36.0, 0, 46.6, Colorado
1.0, 0, 119.63, North Carolina
27.0, 0, 3.2, Texas
0.0, 1, 7.64, Washington
49.0, 1, 62.21, New York
97.0, 0, 53.05, Minnesota
17.0, 0, 62.33, Utah
41.0, 1, 28.07, South Dakota
24.0, 1, 15.24, Texas
50.0, 1, 229.71, Oregon
15.0, 0, 54.59, California
3.0, 1, 145.23, Texas
82.0, 0, 11.71, Indiana
26.0, 1, 49.93, Indiana
103.0, 1, 71.51, Virginia
55.0, 1, 225.71, Texas
78.0, 0, 65.55, California
60.0, 1, 17.09, Iowa
29.0, 1, 16.22, Florida
54.0, 1, 224.7, Vermont
12.0, 1, 72.38, Washington
94.0, 0, 19.93, Washington
4.0, 1, 88.54, North Carolina
86.0, 1, 1762.84, North Carolina
85.0, 0, 23.49, California
73.0, 0, 120.05, Texas
63.0, 1, 91.79, Illinois
42.0, 0, 171.37, Tennessee
28.0, 1, 17.99, New Jersey
18.0, 1, 27.28, Ohio
67.0, 0, 114.37, California
91.0, 1, 113.15, California
37.0, 0, 573.96, Missouri
44.0, 1, 290.36, New York
1.0, 0, 96.93, Maryland
42.0, 1, 29.64, Ohio
16.0, 0, 277.26, Texas
2.0, 0, 328.29, Florida
59.0, 1, 160.18, Michigan
4.0, 0, 545.45, California
20.0, 1, 162.73, South Carolina
24.0, 1, 28.78, North Dakota
53.0, 1, 57.27, Florida
21.0, 1, 28.27, California
54.0, 1, 39.32, Wyoming
43.0, 0, 26.88, Arizona
54.0, 1, 40.55, Washington
10.0, 1, 668.09, Minnesota
12.0, 1, 205.52, Louisiana
23.0, 1, 168.62, Minnesota
3.0, 1, 95.84, Pennsylvania
25.0, 1, 302.26, Minnesota
43.0, 1, 34.37, Texas
42.0, 1, 9.63, Florida
52.0, 0, 19.21, Pennsylvania
78.0, 1, 12.67, Arizona
52.0, 1, 119.4, Iowa
44.0, 0, 11.62, Texas
58.0, 1, 36.35, South Carolina
39.0, 1, 19.73, Pennsylvania
30.0, 0, 561.06, North Carolina
25.0, 1, 73.07, Texas
26.0, 1, 81.09, New York
1.0, 1, 41.67, Minnesota
67.0, 1, 85.22, Utah
13.0, 0, 107.75, Texas
61.0, 0, 696.1, Nebraska
34.0, 1, 81.63, South Carolina
71.0, 1, 122.02, Florida
96.0, 1, 18.44, Illinois
23.0, 0, 6.14, Ohio
65.0, 1, 134.38, Missouri
66.0, 0, 412.56, New York
46.0, 0, 120.73, North Carolina
56.0, 0, 52.3, Massachusetts
21.0, 0, 42.7, Florida
20.0, 0, 87.23, California
73.0, 0, 67.62, Louisiana
62.0, 1, 17.68, Missouri
38.0, 0, 102.72, Pennsylvania
25.0, 1, 287.21, Michigan
21.0, 1, 12.1, California
71.0, 0, 28.79, Kentucky
42.0, 0, 89.01, Virginia
21.0, 1, 47.84, Massachusetts
4.0, 1, 242.02, Texas
30.0, 1, 93.53, Alabama
6.0, 0, 54.38, Nebraska
64.0, 0, 24.43, Pennsylvania
35.0, 1, 118.57, California
30.0, 1, 28.07, Montana
12.0, 1, 78.79, Minnesota
3.0, 1, 100.26, New York
64.0, 1, 56.43, Maryland
2.0, 1, 345.92, Oregon
65.0, 0, 118.05, Michigan
13.0, 1, 44.5, New Jersey
4.0, 1, 38.21, Arkansas
92.0, 0, 175.94, Texas
63.0, 1, 120.47, Massachusetts
7.0, 1, 257.71, Pennsylvania
56.0, 0, 315.11, Kentucky
13.0, 1, 911.69, Ohio
0.0, 1, 277.44, California
9.0, 1, 114.3, Michigan
22.0, 1, 13.51, Ohio
1.0, 1, 75.41, California
83.0, 0, 469.68, Colorado
16.0, 0, 31.28, North Carolina
11.0, 0, 60.2, Georgia
68.0, 1, 147.72, Pennsylvania
85.0, 0, 82.77, Florida
55.0, 1, 18.5, Pennsylvania
9.0, 1, 133.51, Minnesota
28.0, 1, 259.29, Virginia
13.0, 1, 259.13, Florida
6.0, 1, 19.08, Ohio
42.0, 0, 24.79, California
36.0, 0, 137.49, Texas
31.0, 1, 129.9, New York
55.0, 0, 46.64, Ohio
9.0, 0, 71.67, Texas
106.0, 1, 72.82, California
41.0, 1, 14.08, Florida
49.0, 1, 98.05, Virginia
59.0, 0, 105.79, Colorado
10.0, 1, 47.97, Oregon
3.0, 0, 526.0, Illinois
54.0, 0, 248.77, California
22.0, 0, 15.84, Alaska
29.0, 0, 26.3, Louisiana
36.0, 0, 11.87, Hawaii
11.0, 0, 46.28, California
58.0, 0, 9.42, Arizona
41.0, 1, 27.29, New York
72.0, 1, 33.82, Michigan
51.0, 1, 122.81, Illinois
13.0, 1, 21.51, Arizona
3.0, 1, 12.65, Indiana
8.0, 1, 1497.97, Oklahoma
39.0, 1, 210.23, Texas
83.0, 1, 37.64, California
45.0, 0, 195.88, Oklahoma
45.0, 1, 1134.01, California
39.0, 1, 82.43, Florida
32.0, 0, 69.24, Maryland
41.0, 1, 13.98, Maryland
56.0, 0, 9.92, Virginia
25.0, 0, 25.04, New Hampshire
28.0, 1, 566.39, Pennsylvania
60.0, 1, 34.77, Arizona
88.0, 1, 13.71, Illinois
36.0, 1, 26.65, Pennsylvania
70.0, 0, 65.53, California
7.0, 1, 171.21, Missouri
59.0, 1, 272.99, Florida
60.0, 0, 44.32, Texas
19.0, 0, 443.24, Pennsylvania
52.0, 0, 73.62, California
32.0, 1, 17.2, Florida
66.0, 1, 116.61, Utah
25.0, 0, 34.38, Virginia
93.0, 1, 9.17, Florida
107.0, 0, 23.48, Massachusetts
13.0, 0, 94.56, New York
36.0, 1, 73.63, Virginia
18.0, 0, 38.13, South Carolina
52.0, 1, 9.1, Indiana
7.0, 1, 7.59, Hawaii
14.0, 0, 52.63, Arizona
1.0, 1, 142.85, Idaho
108.0, 1, 14.46, Virginia
19.0, 0, 53.54, Indiana
35.0, 1, 57.22, New Jersey
9.0, 1, 14.57, Kansas
19.0, 0, 60.19, Texas
57.0, 0, 367.93, California
55.0, 0, 43.77, California
55.0, 0, 81.18, Pennsylvania
39.0, 1, 92.78, South Dakota
65.0, 0, 143.5, New Jersey
36.0, 1, 102.92, Ohio
43.0, 0, 146.16, New Jersey
44.0, 1, 67.42, South Carolina
63.0, 0, 8.66, Pennsylvania
20.0, 1, 43.32, Florida
72.0, 1, 137.79, New York
9.0, 1, 48.38, Georgia
20.0, 0, 33.87, Utah
63.0, 0, 153.79, Alabama
15.0, 1, 130.58, Pennsylvania
26.0, 0, 29.64, Montana
63.0, 0, 29.2, Michigan
50.0, 1, 101.07, Ohio
95.0, 0, 26.25, Missouri
17.0, 0, 135.8, Arkansas
0.0, 1, 91.35, Illinois
52.0, 0, 77.49, Texas
59.0, 0, 40.59, Tennessee
105.0, 1, 211.98, Texas
2.0, 1, 208.01, Illinois
8.0, 1, 100.37, Oregon
60.0, 1, 39.0, Illinois
53.0, 0, 58.07, New Jersey
5.0, 1, 162.98, New York
58.0, 1, 27.16, Texas
44.0, 1, 131.28, Illinois
98.0, 1, 15.63, Texas
83.0, 0, 26.75, Texas
76.0, 0, 61.1, Maryland
20.0, 1, 1266.47, Pennsylvania
5.0, 0, 1501.9, Florida
112.0, 1, 18.85, California
26.0, 0, 125.37, New York
47.0, 0, 58.29, Florida
21.0, 0, 121.21, Georgia
3.0, 0, 18.01, Maryland
21.0, 1, 57.64, Michigan
9.0, 1, 155.06, New York
26.0, 0, 195.65, California
12.0, 0, 66.03, Louisiana
50.0, 1, 42.45, Mississippi
17.0, 1, 15.55, Connecticut
31.0, 1, 51.38, Pennsylvania
33.0, 1, 29.86, Georgia
22.0, 0, 23.21, Georgia
74.0, 1, 444.66, Tennessee
54.0, 1, 53.35, Illinois
46.0, 1, 116.72, Texas
26.0, 1, 97.63, Michigan
63.0, 1, 175.13, Louisiana
68.0, 0, 40.69, Wisconsin
60.0, 1, 154.09, Missouri
20.0, 1, 53.87, New York
86.0, 0, 169.47, Arizona
78.0, 1, 215.05, Florida
47.0, 0, 107.35, Tennessee
24.0, 1, 131.22, Minnesota
21.0, 0, 118.98, Arizona
42.0, 1, 80.03, New York
22.0, 1, 349.72, California
54.0, 1, 16.81, Arizona
44.0, 0, 89.56, California
30.0, 1, 269.74, Mississippi
42.0, 1, 196.96, Ohio
91.0, 0, 53.01, Florida
15.0, 1, 15.83, Missouri
25.0, 1, 10.89, New Jersey
21.0, 0, 75.54, Texas
33.0, 1, 158.65, Rhode Island
81.0, 0, 27.19, Arizona
0.0, 1, 23.76, Texas
57.0, 0, 352.67, Utah
28.0, 1, 7.51, Nevada
9.0, 1, 137.09, New York
98.0, 0, 38.98, New Mexico
38.0, 0, 96.95, Pennsylvania
35.0, 0, 44.82, Pennsylvania
23.0, 1, 325.82, Maryland
5.0, 1, 138.45, New York
90.0, 0, 48.03, Wisconsin
3.0, 0, 18.83, California
45.0, 1, 40.45, Ohio
26.0, 0, 10.56, Ohio
5.0, 0, 257.01, Pennsylvania
13.0, 0, 75.02, Florida
46.0, 1, 61.75, New Hampshire
96.0, 1, 30.07, Connecticut
50.0, 1, 26.76, New Mexico
49.0, 0, 366.77, Texas
31.0, 0, 380.31, Kansas
13.0, 1, 72.07, Illinois
30.0, 1, 73.22, Alabama
51.0, 1, 397.55, California
51.0, 1, 150.42, Utah
6.0, 0, 72.09, Virginia
17.0, 0, 2.68, Texas
61.0, 1, 30.52, Oklahoma
39.0, 1, 800.9, Georgia
59.0, 1, 73.11, Ohio
41.0, 0, 83.56, Texas
75.0, 1, 76.91, California
68.0, 0, 971.67, Illinois
51.0, 0, 53.43, Georgia
7.0, 0, 48.48, North Carolina
73.0, 1, 96.61, Louisiana
42.0, 0, 50.69, Georgia
17.0, 1, 29.73, Ohio
5.0, 1, 4.96, New York
35.0, 0, 76.12, Virginia
63.0, 1, 104.63, Illinois
18.0, 0, 6.92, New Jersey
16.0, 1, 289.32, Maryland
65.0, 1, 5.62, Ohio
58.0, 0, 141.37, California
3.0, 1, 103.86, Georgia
35.0, 0, 92.41, New Jersey
18.0, 1, 38.61, Louisiana
37.0, 1, 21.55, Idaho
57.0, 0, 8.47, Pennsylvania
43.0, 0, 38.58, Oklahoma
24.0, 1, 32.52, Colorado
26.0, 1, 101.62, Florida
21.0, 1, 96.56, New York
63.0, 1, 31.04, Oregon
83.0, 1, 17.89, Virginia
11.0, 1, 20.47, Arkansas
42.0, 0, 323.07, Louisiana
41.0, 0, 46.92, Minnesota
21.0, 0, 64.79, California
11.0, 0, 17.78, California
66.0, 1, 187.58, Arizona
38.0, 0, 100.79, Louisiana
41.0, 1, 19.22, Arizona
70.0, 1, 136.47, Pennsylvania
31.0, 0, 57.47, California
29.0, 1, 20.68, California
36.0, 1, 96.27, North Carolina
62.0, 1, 86.01, Ohio
37.0, 0, 357.47, California
99.0, 0, 29.14, Virginia
74.0, 0, 13.07, Illinois
6.0, 1, 31.9, Nevada
13.0, 0, 9.87, California
22.0, 1, 67.12, California
42.0, 1, 109.46, Michigan
18.0, 1, 510.38, North Carolina
21.0, 1, 6.9, Oklahoma
48.0, 0, 99.68, Florida
47.0, 1, 12.09, Texas
71.0, 0, 125.82, Pennsylvania
12.0, 0, 17.02, Texas
37.0, 0, 293.59, California
26.0, 0, 59.21, Georgia
63.0, 0, 207.22, Arizona
24.0, 1, 128.33, California
49.0, 1, 243.41, Wisconsin
35.0, 0, 165.98, Connecticut
30.0, 1, 441.1, Texas
18.0, 0, 155.2, Tennessee
60.0, 0, 50.64, Texas
85.0, 1, 28.69, Mississippi
94.0, 1, 67.33, Kentucky
71.0, 0, 48.34, Minnesota
49.0, 0, 65.78, Texas
48.0, 0, 11.36, Georgia
2.0, 0, 68.6, Florida
55.0, 0, 78.99, South Carolina
28.0, 0, 85.63, Wisconsin
37.0, 1, 23.5, California
63.0, 0, 13.6, Georgia
39.0, 1, 74.53, New York
21.0, 1, 51.43, Louisiana
90.0, 1, 9.23, Texas
25.0, 0, 39.31, Arkansas
21.0, 1, 73.33, Georgia
20.0, 0, 7.15, Virginia
36.0, 1, 28.02, Florida
45.0, 0, 20.37, Michigan
13.0, 1, 4.44, Indiana
38.0, 1, 617.85, California
29.0, 0, 30.41, Pennsylvania
35.0, 1, 25.85, Florida
60.0, 1, 28.46, Ohio
63.0, 1, 47.69, Arkansas
19.0, 0, 107.4, Colorado
65.0, 0, 145.22, Arizona
70.0, 1, 443.79, California
2.0, 0, 112.62, Pennsylvania
46.0, 0, 126.65, North Carolina
42.0, 0, 64.8, Massachusetts
45.0, 1, 147.24, Texas
48.0, 1, 161.02, Virginia
16.0, 0, 164.7, Florida
42.0, 0, 28.31, California
55.0, 0, 50.44, Wisconsin
54.0, 0, 308.11, Michigan
52.0, 0, 12.8, New York
55.0, 1, 3.07, Rhode Island
53.0, 0, 7.44, New Jersey
15.0, 1, 256.93, Washington
44.0, 0, 10.89, Arkansas
40.0, 1, 109.74, Connecticut
81.0, 0, 55.22, Texas
4.0, 1, 659.83, Florida
25.0, 1, 77.34, Nevada
24.0, 1, 44.38, California
19.0, 0, 31.25, Florida
50.0, 1, 17.66, Massachusetts
47.0, 0, 64.9, California
33.0, 1, 393.33, North Carolina
58.0, 1, 15.23, Utah
31.0, 0, 266.91, Missouri
4.0, 1, 419.73, Massachusetts
1.0, 1, 593.38, New York
89.0, 0, 158.88, Georgia
33.0, 1, 188.74, Arizona
52.0, 1, 69.6, New Jersey
16.0, 0, 73.16, Texas
59.0, 0, 232.11, Pennsylvania
109.0, 0, 113.48, Texas
6.0, 0, 134.26, Wisconsin
84.0, 1, 51.8, New York
60.0, 0, 16.83, Michigan
50.0, 0, 81.56, New York
37.0, 0, 36.2, Michigan
48.0, 1, 141.45, Colorado
13.0, 0, 31.27, Texas
34.0, 0, 968.56, Massachusetts
33.0, 1, 537.19, South Carolina
71.0, 1, 122.58, Michigan
18.0, 0, 140.23, Illinois
42.0, 1, 51.66, New Jersey
16.0, 0, 176.24, Montana
66.0, 0, 91.1, Florida
16.0, 0, 15.41, Hawaii
46.0, 0, 7.09, Illinois
10.0, 1, 55.99, North Carolina
7.0, 1, 20.85, Nevada
58.0, 1, 107.31, Maine
23.0, 1, 47.93, Connecticut
18.0, 0, 1148.09, North Carolina
52.0, 0, 33.37, California
64.0, 1, 58.94, New York
71.0, 1, 45.68, New York
48.0, 1, 6.61, Massachusetts
38.0, 1, 81.56, Texas
52.0, 0, 134.28, Kentucky
5.0, 1, 38.65, Ohio
17.0, 1, 235.9, Illinois
17.0, 1, 58.19, West Virginia
53.0, 1, 39.57, Oklahoma
23.0, 0, 48.98, New Jersey
28.0, 0, 229.12, Louisiana
54.0, 0, 194.01, Florida
66.0, 1, 387.0, Illinois
57.0, 1, 72.36, Kentucky
52.0, 1, 183.18, New Mexico
68.0, 0, 1020.8, West Virginia
18.0, 1, 394.25, Texas
35.0, 1, 70.51, Georgia
2.0, 0, 24.06, Pennsylvania
40.0, 0, 16.13, Missouri
48.0, 1, 232.49, Virginia
31.0, 0, 26.17, Pennsylvania
68.0, 0, 33.61, New Jersey
22.0, 1, 1838.19, Minnesota
21.0, 1, 238.06, California
111.0, 1, 60.95, Washington
5.0, 1, 17.17, Indiana
80.0, 1, 16.77, Illinois
50.0, 1, 56.57, Maryland
35.0, 1, 56.32, California
72.0, 0, 130.4, Michigan
8.0, 1, 17.22, Oklahoma
100.0, 0, 22.29, Texas
22.0, 1, 102.55, New York
62.0, 0, 127.48, Arizona
25.0, 0, 76.67, Washington
22.0, 1, 11.33, California
66.0, 0, 11.96, Georgia
108.0, 0, 35.04, Pennsylvania
41.0, 0, 19.01, California
74.0, 1, 135.88, Texas
22.0, 1, 18.03, California
20.0, 1, 185.2, Virginia
77.0, 1, 22.67, Wyoming
9.0, 1, 42.32, California
73.0, 0, 127.25, California
3.0, 0, 13.29, Georgia
61.0, 1, 89.92, New York
23.0, 1, 7.95, Maryland
113.0, 0, 261.97, Illinois
9.0, 1, 384.9, Virginia
34.0, 1, 85.57, Minnesota
10.0, 1, 100.24, Virginia
76.0, 1, 144.95, Wisconsin
21.0, 0, 58.7, Texas
41.0, 0, 52.47, New York
7.0, 0, 41.13, Florida
9.0, 1, 12.86, California
45.0, 0, 210.9, Texas
38.0, 0, 28.53, California
84.0, 0, 58.77, Texas
61.0, 0, 298.0, California
43.0, 1, 20.3, Texas
39.0, 1, 185.05, Florida
27.0, 1, 244.23, Mississippi
100.0, 0, 52.35, Utah
20.0, 1, 824.41, Massachusetts
32.0, 0, 93.04, Louisiana
25.0, 1, 57.47, Minnesota
39.0, 1, 25.94, Wisconsin
2.0, 0, 25.36, Pennsylvania
1.0, 1, 276.74, Pennsylvania
2.0, 1, 42.51, Wisconsin
12.0, 0, 123.34, Maine
55.0, 1, 49.81, North Carolina
88.0, 0, 95.83, Ohio
8.0, 0, 28.85, Florida
25.0, 1, 54.04, New Jersey
12.0, 1, 69.95, Colorado
51.0, 0, 17.48, California
76.0, 0, 34.84, New York
23.0, 1, 513.85, Ohio
82.0, 1, 106.09, Texas
56.0, 0, 403.11, New Hampshire
11.0, 0, 47.86, Tennessee
24.0, 0, 52.18, Pennsylvania
68.0, 1, 78.64, Michigan
15.0, 0, 153.38, New York
56.0, 1, 204.43, New Hampshire
57.0, 0, 62.43, Florida
18.0, 1, 187.12, Illinois
14.0, 1, 45.39, Missouri
11.0, 1, 24.9, Minnesota
72.0, 0, 12.31, Arizona
22.0, 0, 24.54, California
38.0, 1, 115.93, Indiana
22.0, 1, 172.14, New York
87.0, 1, 40.59, Ohio
1.0, 0, 7.35, New Hampshire
1.0, 0, 74.5, Indiana
13.0, 1, 110.99, Tennessee
68.0, 0, 117.06, North Carolina
55.0, 0, 8.38, Texas
39.0, 0, 199.66, California
24.0, 0, 6.08, Tennessee
14.0, 1, 11.66, Pennsylvania
77.0, 1, 140.48, California
38.0, 0, 13.77, Massachusetts
22.0, 0, 30.27, West Virginia
36.0, 1, 9.39, Kentucky
1.0, 0, 104.37, Oklahoma
68.0, 1, 122.43, Michigan
20.0, 0, 75.44, Pennsylvania
97.0, 1, 55.13, New Jersey
99.0, 1, 147.15, Tennessee
98.0, 1, 174.25, Minnesota
25.0, 1, 111.62, Colorado
68.0, 1, 84.39, Nebraska
48.0, 1, 201.12, Georgia
1.0, 1, 74.64, Iowa
11.0, 1, 199.12, Georgia
8.0, 1, 121.37, Washington
54.0, 0, 217.89, Tennessee
41.0, 1, 34.06, Texas
12.0, 1, 176.64, New York
44.0, 0, 321.84, California
21.0, 1, 427.53, Ohio
28.0, 1, 32.11, Texas
59.0, 1, 207.75, Texas
16.0, 0, 92.13, New York
27.0, 1, 151.17, Illinois
62.0, 1, 37.26, California
11.0, 0, 22.44, New York
27.0, 1, 18.76, Washington
7.0, 1, 31.17, Montana
61.0, 0, 52.42, Tennessee
84.0, 1, 54.47, North Carolina
55.0, 1, 313.26, California
52.0, 0, 522.45, Minnesota
11.0, 0, 92.28, North Carolina
43.0, 0, 36.37, Illinois
7.0, 1, 436.31, Illinois
0.0, 0, 129.13, Illinois
13.0, 1, 14.02, California
24.0, 1, 50.27, Texas
46.0, 1, 65.93, California
20.0, 0, 53.95, Illinois
40.0, 0, 98.79, Washington
9.0, 0, 46.19, Washington
2.0, 0, 108.69, California
53.0, 0, 8.55, Texas
54.0, 1, 15.51, Kentucky
25.0, 1, 74.86, California
54.0, 0, 122.9, Michigan
34.0, 0, 33.21, New York
1.0, 1, 36.21, New York
36.0, 0, 198.4, Connecticut
27.0, 1, 34.11, Virginia
64.0, 0, 100.27, Georgia
18.0, 1, 90.17, Pennsylvania
19.0, 0, 83.49, Virginia
58.0, 0, 493.2, Iowa
8.0, 0, 82.38, New York
40.0, 0, 178.06, New Jersey
17.0, 1, 15.53, Massachusetts
45.0, 0, 114.75, Georgia
50.0, 1, 171.89, Florida
64.0, 0, 203.96, Colorado
8.0, 1, 435.38, Michigan
80.0, 1, 74.9, Washington
47.0, 1, 1525.15, California
20.0, 0, 44.14, Kentucky
7.0, 1, 137.7, Texas
73.0, 1, 12.41, Oregon
33.0, 1, 19.81, Pennsylvania
61.0, 1, 7.86, Tennessee
60.0, 0, 94.97, New York
45.0, 1, 75.14, New Jersey
60.0, 1, 24.69, Florida
98.0, 0, 82.13, Tennessee
71.0, 1, 220.21, Missouri
59.0, 0, 38.14, New York
52.0, 1, 271.13, New York
52.0, 0, 40.6, California
9.0, 0, 79.42, Georgia
37.0, 0, 26.41, Arkansas
30.0, 0, 15.63, Colorado
7.0, 1, 36.48, Texas
26.0, 0, 55.63, Iowa
63.0, 0, 119.47, Michigan
28.0, 1, 9.38, Illinois
22.0, 0, 100.61, Florida
87.0, 0, 214.93, Kentucky
42.0, 1, 43.77, North Carolina
1.0, 0, 602.52, California
28.0, 1, 132.13, Virginia
74.0, 1, 2.57, Arkansas
2.0, 0, 421.84, Missouri
55.0, 1, 50.0, Maryland
72.0, 0, 15.79, Illinois
17.0, 1, 15.86, Virginia
69.0, 0, 16.33, Iowa
9.0, 1, 97.97, Texas
2.0, 0, 28.79, Michigan
34.0, 0, 30.64, Washington
49.0, 0, 6.69, Georgia
33.0, 0, 63.1, Georgia
45.0, 0, 58.1, New York
43.0, 0, 109.36, Ohio
20.0, 1, 65.98, Alabama
56.0, 0, 44.97, Utah
41.0, 0, 36.53, Texas
33.0, 1, 397.94, California
34.0, 0, 26.17, California
14.0, 1, 22.98, Missouri
66.0, 1, 120.15, Michigan
20.0, 0, 150.4, Indiana
8.0, 0, 157.27, Wisconsin
28.0, 0, 261.08, California
45.0, 1, 13.51, Mississippi
20.0, 1, 209.59, Texas
31.0, 1, 82.84, Louisiana
78.0, 1, 18.49, California
22.0, 0, 127.56, Michigan
54.0, 1, 84.65, California
7.0, 1, 95.17, New Mexico
18.0, 1, 37.64, Illinois
40.0, 0, 126.93, Texas
19.0, 1, 11.91, Ohio
7.0, 0, 71.88, Illinois
8.0, 1, 14.38, Illinois
43.0, 0, 103.18, South Carolina
27.0, 0, 37.61, New York
32.0, 0, 46.6, Texas
55.0, 0, 77.09, Utah
16.0, 0, 99.84, West Virginia
29.0, 0, 155.75, Texas
1.0, 1, 100.02, Oklahoma
60.0, 0, 64.01, Texas
72.0, 0, 58.62, New York
34.0, 1, 13.46, Maryland
11.0, 1, 18.09, Texas
61.0, 0, 65.2, New York
50.0, 1, 112.78, Texas
45.0, 1, 372.9, New Jersey
23.0, 0, 27.13, Tennessee
25.0, 0, 23.7, Pennsylvania
53.0, 0, 41.64, Maryland
14.0, 0, 41.84, Illinois
20.0, 0, 91.27, Georgia
0.0, 1, 45.46, California
48.0, 1, 129.19, Missouri
24.0, 0, 226.12, Texas
79.0, 1, 41.46, Colorado
2.0, 0, 40.15, New Jersey
53.0, 1, 15.84, Pennsylvania
54.0, 0, 44.56, New York
97.0, 0, 71.88, Arizona
70.0, 0, 92.41, New Jersey
50.0, 1, 59.59, Pennsylvania
56.0, 0, 14.26, California
